title,rating,price,link
"Erwon Npk Nitrogen Powder Potassium Phosphorus Fertilizer, Organic Powerful Fertilizer For Overall Growth Of Plants (200 Gm)",3.9 out of 5 stars,152,https://www.amazon.in/Potassium-Phosphorus-Fertilizer-Erwon-Fungicide/dp/B097GTP9TY/ref=sr_1_14?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-14
Ugaoo Organic Bone Meal Powder Fertilizer for Plants - 1 Kg,4.1 out of 5 stars,189,https://www.amazon.in/Ugaoo-Organic-Powder-Fertilizer-Plants/dp/B09P8RR5F9/ref=sr_1_15?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-15
"GREENLOOP-All In One Plant Food,Mixed Fertilizer For House Plants,Complete Nutrition With Micronutrients-For Better Plant Growth,10 Sachets,200 Gm,Powder",3.9 out of 5 stars,330,https://www.amazon.in/GREENLOOP-All-Fertilizer-Complete-Nutrition-Micronutrients/dp/B07M5PF634/ref=sr_1_16?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-16
Ugaoo Epsom Salt for Plants Growth - Magnesium Sulphate Organic Fertilizer - 1 Kg |Powder,4.3 out of 5 stars,189,https://www.amazon.in/Ugaoo-Epsom-Salt-Plants-Growth/dp/B09CZDZSLG/ref=sr_1_17?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-17
"Shiviproducts NPK 20-20-20 home gardening Fertilizers for Plants (400 gm),powder + Organic Humic Acid Fertilizer for Root Growth (free sample),powder",4.0 out of 5 stars,199,https://www.amazon.in/Shiviproducts-20-20-20-gardening-Fertilizers-Fertilizer/dp/B07B2FRGKH/ref=sr_1_18?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-18
"Bloombuddy All Purpose Plant Feed Fertilizer 1 KG Granules | Hassle-Free Nutrient Boost, Growth Supplement & Complete Plant Food | Enriches Soil with NPK, Micro & Macro Nutrients",4.0 out of 5 stars,349,https://www.amazon.in/Bloombuddy-Fertilizer-KG-Hassle-Free-Supplement/dp/B073TSYKVG/ref=sr_1_19?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-19
"Cocogarden Steamed Bone Meal for Plants 900 gms - Organic fertilizer Powder for Home Gardening, Rich in Phosphorus and Calcium, Nutrient Supplement, Promotes Flowering, Fruiting & Root Development",4.1 out of 5 stars,130,https://www.amazon.in/Cocogarden-Steamed-Organic-3-15-0-Fertilizer/dp/B00ZNO9O50/ref=sr_1_20?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-20
"Bloombuddy Growth Booster Fertilizer 1 KG Granules | Home Garden Plants | Indoor & Outdoor | All-in-One Plant Growth Enhancer & Supplement | Flowers, Fruits, Veggies, Herbs",3.9 out of 5 stars,289,https://www.amazon.in/Bloombuddy-Fertilizer-KG-Granules-Supplement/dp/B072V2C572/ref=sr_1_25?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-25
SJ Organics Vermicompost For Plants - 5 Kg | Odorless Fertilizer Powder | Ready to Use Organic Manure | Fertilizers for Plant Home Garden | Enriched Plant Food Fertilisers | Compost for Indoor plants,4.0 out of 5 stars,229,https://www.amazon.in/Organics-Vermicompost-Plants-Fertilizers-Fertilisers/dp/B0CHZ8SLW8/ref=sr_1_26?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-26
"Kraft Seeds by 10CLUB Vermicompost - 20 kg | Enriched with Cow Urine, Cow Dung, Organic | Vermicompost for Agriculture Farming Greenhouse | Fertiliser Manure for All Plants | Non-toxic, Odorless",4.0 out of 5 stars,669,https://www.amazon.in/Kraft-Seeds-Vermicompost-Complete-Enriched/dp/B092RGM3ST/ref=sr_1_27?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-27
UGAOO Plant Food Fertilizer Sticks For All Home Garden Indoor & Outdoor Plants - Pack Of 20,3.5 out of 5 stars,244,https://www.amazon.in/UGAOO-Fertilizer-Sticks-Garden-Outdoor/dp/B0C85J4R9V/ref=sr_1_28?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-28
Go Garden Growth Boost Liquid Fertilizer: Enhance Plant Growth and Flowering | Home Garden Growth Booster for All Types of Plants | Liquid Fertiliser for Indoor and Outdoor Gardens 250 ML,3.8 out of 5 stars,183,https://www.amazon.in/Go-Garden-Growth-Liquid-Fertilizer/dp/B0CCYY9GHJ/ref=sr_1_29?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-29
Greenwood 100% Organic Vermicompost Fertilizer Manure For Plants As Insecticide - 5 Kg for Home Gardening | Soil Mix for Pot Plants | Compost Garden Soil | Natural Booster for Flowering Plant,4.1 out of 5 stars,229,https://www.amazon.in/Greenwood-Vermicompost-Fertilizer-Enriched-Insecticide/dp/B09CPQHW9L/ref=sr_1_30?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-30
TrustBasket Cow Dung Manure for Plants - 5 Kg | Fertilizer for plants | Manure for home gardening,4.2 out of 5 stars,322,https://www.amazon.in/Trust-basket-Cow-Manure-Plant/dp/B07Q3VYJYB/ref=sr_1_31?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-31
"Erwon Hibiscus Plant Growth Booster, Premium Essential Powerful Organic Fertilizer For Overall Growth Of Hibiscus Plants, With Charged Micro-Organism And ++ Micronutrients. (200 Gm), Powder",3.8 out of 5 stars,152,https://www.amazon.in/Hibiscus-Essential-Fertilizer-Micro-Organism-Micronutrients/dp/B0976V7J3P/ref=sr_1_32?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-32
"Lazy Gardener Greenstix Fertilizer Sticks, Magic Stick Plant Food for Indoor & Outdoor Plants, natural fertilizer for Home Garden Plants (Pack of 16 Greenstix)",3.3 out of 5 stars,229,https://www.amazon.in/Lazy-Gardener-Fertilizer-Sticks-Fertilisers/dp/B0BZZ7C2GM/ref=sr_1_33?crid=27HS7KF1705CM&dib=eyJ2IjoiMSJ9.CTbbbRw1iazxdCXNHHMPxatstSNgxRwFIEtSuqMmDmjQvq61C_fjwvjWZvjUPhPVPN1Ko0PF1Yh7rBvrGNOz1i-omPgdZlVcgycq2E_kZ5m-6_WVwUkAStiY0hnzsUFGQsYDwbjpGg-Lq53fK6LXtQoCsx-BBsm6cU_EL_XagFVc6bSASTfLcMyPLNNwA17z9iUaHDa1G54yIts4VtIzZoGBN_ZLiex4006oI9paMGFi9eZRAUG-96B-SLSEHeawlKMdI6IoeFzhRF0_qxQaYh8LN99rRzF4-lUkvvGfBBM.In-9m5g6aaqDENsZLpjagGS0KAgqZ59TsUtruUTmPWs&dib_tag=se&keywords=fertilizer+for+plants&qid=1729346173&sprefix=fer%2Caps%2C196&sr=8-33
